-9.9609375	0.00088868950752900462	4.0410700938670592e-05	2.8532351947110078e-08	2.6003205526149948e-09	2.8532351947112636e-08	2.6003205525693609e-09
-9.921875	0.0008962589077213352	4.094450096721413e-05	2.9019924677032088e-08	2.6571120952131964e-09	2.9019924677043841e-08	2.6571120951792828e-09
-9.8828125	0.0009039283079194944	4.1488100996768484e-05	2.9518141074249411e-08	2.7154306394895398e-09	2.9518141074279335e-08	2.7154306394558752e-09
-9.84375	0.00091169960812367476	4.2041601027371053e-05	3.0027291721405241e-08	2.7753167114807715e-09	3.0027291721426231e-08	2.7753167114167059e-09
-9.8046875	0.00091957470833410452	4.2605401059069103e-05	3.0547672743808706e-08	2.8368317762822211e-09	3.0547672743819982e-08	2.8368317762360016e-09
-9.765625	0.00092755540855100308	4.3179701091906014e-05	3.107958073516018e-08	2.9000252328773383e-09	3.1079580735178008e-08	2.9000252328181084e-09
-9.7265625	0.00093564380877460057	4.3764601125925068e-05	3.1623339430286249e-08	2.9649418940906139e-09	3.1623339430311488e-08	2.9649418940388105e-09
-9.6875	0.0009438419090051298	4.4360601161181228e-05	3.2179271811943678e-08	3.0316546696308627e-09	3.2179271811954868e-08	3.0316546695787449e-09
-9.6484375	0.00095215160924284599	4.4967801197721548e-05	3.2747702491522275e-08	3.1002106172499424e-09	3.2747702491539579e-08	3.100210617227022e-09
-9.609375	0.00096057520948800927	4.5586501235600396e-05	3.3328990445956504e-08	3.1706731393113987e-09	3.3328990445960495e-08	3.1706731392764764e-09
-9.5703125	0.00096911470974089375	4.6217001274874352e-05	3.3923481912207609e-08	3.2431063389671635e-09	3.3923481912232716e-08	3.2431063389211065e-09
-9.53125	0.00097777241000178254	4.6859701315605571e-05	3.4531551775680546e-08	3.3175841106638529e-09	3.4531551775691472e-08	3.3175841105912438e-09
-9.4921875	0.00098655061027096646	4.7514701357849753e-05	3.5153584612823743e-08	3.3941609660001419e-09	3.5153584612832458e-08	3.3941609659818512e-09
-9.453125	0.00099545161054874769	4.8182501401677861e-05	3.5789972516506956e-08	3.4729215772486307e-09	3.5789972516536357e-08	3.4729215772081898e-09
-9.4140625	0.001004477710835462	4.8863301447153734e-05	3.6441117676235976e-08	3.5539312012253398e-09	3.6441117676247126e-08	3.5539312011573278e-09
-9.375	0.0010136315111314307	4.9557401494347791e-05	3.7107453238232131e-08	3.6372651864237513e-09	3.710745323826136e-08	3.6372651863718833e-09
-9.3359375	0.0010229154114370111	5.0265301543338904e-05	3.7789407099172135e-08	3.723015012880107e-09	3.7789407099213375e-08	3.723015012867346e-09
-9.296875	0.0010323319117525585	5.0987301594205025e-05	3.8487425313596564e-08	3.8112601833497621e-09	3.8487425313608753e-08	3.8112601832646088e-09
-9.2578125	0.0010418838120784593	5.1723701647025514e-05	3.9201987055332601e-08	3.902083467057112e-09	3.9201987055332991e-08	3.9020834669868017e-09
-9.21875	0.0010515737124150997	5.2474901701888455e-05	3.9933567458081899e-08	3.995576751054009e-09	3.9933567458083938e-08	3.99557675098655e-09
-9.1796875	0.0010614045127628996	5.3241301758883988e-05	4.0682675962884846e-08	4.0918356419888427e-09	4.0682675962891351e-08	4.0918356419137074e-09
-9.140625	0.0010713789131222898	5.4023401818112184e-05	4.1449818479820294e-08	4.1909654211170937e-09	4.1449818479845573e-08	4.1909654210275927e-09
-9.1015625	0.0010814999134937137	5.4821401879664213e-05	4.2235537663861281e-08	4.2930520879040147e-09	4.2235537663876111e-08	4.2930520878421829e-09
-9.0625	0.0010917705138776593	5.5635901943652704e-05	4.3040387860037498e-08	4.3982155453192777e-09	4.3040387860053804e-08	4.3982155452947526e-09
-9.0234375	0.0011021937142745935	5.6467302010185083e-05	4.3864937756438008e-08	4.5065632807451354e-09	4.3864937756435407e-08	4.5065632806438926e-09
-8.984375	0.0011127728146850422	5.7316102079381526e-05	4.4709793693576906e-08	4.6182151192639763e-09	4.4709793693587315e-08	4.6182151191942946e-09
-8.9453125	0.0011235110151095577	5.8182702151360315e-05	4.5575569431521427e-08	4.7332858332452071e-09	4.5575569431546838e-08	4.7332858331618215e-09
