    -9.9609375000     0.0008886895     0.0000404107
    -9.9218750000     0.0008962589     0.0000409445
    -9.8828125000     0.0009039283     0.0000414881
    -9.8437500000     0.0009116996     0.0000420416
    -9.8046875000     0.0009195747     0.0000426054
    -9.7656250000     0.0009275554     0.0000431797
    -9.7265625000     0.0009356438     0.0000437646
    -9.6875000000     0.0009438419     0.0000443606
    -9.6484375000     0.0009521516     0.0000449678
    -9.6093750000     0.0009605752     0.0000455865
    -9.5703125000     0.0009691147     0.0000462170
    -9.5312500000     0.0009777724     0.0000468597
    -9.4921875000     0.0009865506     0.0000475147
    -9.4531250000     0.0009954516     0.0000481825
    -9.4140625000     0.0010044777     0.0000488633
    -9.3750000000     0.0010136315     0.0000495574
    -9.3359375000     0.0010229154     0.0000502653
    -9.2968750000     0.0010323319     0.0000509873
    -9.2578125000     0.0010418838     0.0000517237
    -9.2187500000     0.0010515737     0.0000524749
    -9.1796875000     0.0010614045     0.0000532413
    -9.1406250000     0.0010713789     0.0000540234
    -9.1015625000     0.0010814999     0.0000548214
    -9.0625000000     0.0010917705     0.0000556359
    -9.0234375000     0.0011021937     0.0000564673
    -8.9843750000     0.0011127728     0.0000573161
    -8.9453125000     0.0011235110     0.0000581827
    -8.9062500000     0.0011344116     0.0000590676
    -8.8671875000     0.0011454781     0.0000599714
    -8.8281250000     0.0011567139     0.0000608945
    -8.7890625000     0.0011681228     0.0000618376
    -8.7500000000     0.0011797085     0.0000628011
    -8.7109375000     0.0011914747     0.0000637856
    -8.6718750000     0.0012034255     0.0000647919
    -8.6328125000     0.0012155649     0.0000658204
    -8.5937500000     0.0012278970     0.0000668719
    -8.5546875000     0.0012404262     0.0000679470
    -8.5156250000     0.0012531569     0.0000690464
    -8.4765625000     0.0012660937     0.0000701709
    -8.4375000000     0.0012792412     0.0000713212
    -8.3984375000     0.0012926042     0.0000724981
    -8.3593750000     0.0013061878     0.0000737023
    -8.3203125000     0.0013199971     0.0000749349
    -8.2812500000     0.0013340374     0.0000761966
    -8.2421875000     0.0013483141     0.0000774883
    -8.2031250000     0.0013628329     0.0000788111
    -8.1640625000     0.0013775995     0.0000801658
    -8.1250000000     0.0013926199     0.0000815536
    -8.0859375000     0.0014079004     0.0000829755
    -8.0468750000     0.0014234473     0.0000844326
    -8.0078125000     0.0014392672     0.0000859262
    -7.9687500000     0.0014553669     0.0000874573
    -7.9296875000     0.0014717535     0.0000890273
    -7.8906250000     0.0014884341     0.0000906376
    -7.8515625000     0.0015054164     0.0000922894
    -7.8125000000     0.0015227081     0.0000939844
    -7.7734375000     0.0015403173     0.0000957239
    -7.7343750000     0.0015582522     0.0000975096
    -7.6953125000     0.0015765215     0.0000993431
    -7.6562500000     0.0015951342     0.0001012262
    -7.6171875000     0.0016140994     0.0001031608
    -7.5781250000     0.0016334268     0.0001051488
    -7.5390625000     0.0016531263     0.0001071922
    -7.5000000000     0.0016732081     0.0001092933
    -7.4609375000     0.0016936830     0.0001114542
    -7.4218750000     0.0017145620     0.0001136776
    -7.3828125000     0.0017358566     0.0001159659
    -7.3437500000     0.0017575786     0.0001183220
    -7.3046875000     0.0017797403     0.0001207489
    -7.2656250000     0.0018023542     0.0001232498
    -7.2265625000     0.0018254334     0.0001258283
    -7.1875000000     0.0018489909     0.0001284880
    -7.1484375000     0.0018730399     0.0001312326
    -7.1093750000     0.0018975939     0.0001340658
    -7.0703125000     0.0019226662     0.0001369907
    -7.0312500000     0.0019482705     0.0001400093
    -6.9921875000     0.0019744219     0.0001431225
    -6.9531250000     0.0020011376     0.0001463297
    -6.9140625000     0.0020284378     0.0001496303
    -6.8750000000     0.0020563468     0.0001530242
    -6.8359375000     0.0020848925     0.0001565153
    -6.7968750000     0.0021141033     0.0001601124
    -6.7578125000     0.0021440046     0.0001638280
    -6.7187500000     0.0021746185     0.0001676743
    -6.6796875000     0.0022059666     0.0001716613
    -6.6406250000     0.0022380709     0.0001757975
    -6.6015625000     0.0022709555     0.0001800904
    -6.5625000000     0.0023046467     0.0001845474
    -6.5234375000     0.0023391725     0.0001891764
    -6.4843750000     0.0023745631     0.0001939857
    -6.4453125000     0.0024108503     0.0001989845
    -6.4062500000     0.0024480683     0.0002041827
    -6.3671875000     0.0024862527     0.0002095915
    -6.3281250000     0.0025254416     0.0002152229
    -6.2890625000     0.0025656751     0.0002210907
    -6.2500000000     0.0026069955     0.0002272100
    -6.2109375000     0.0026494470     0.0002335981
    -6.1718750000     0.0026930761     0.0002402744
    -6.1328125000     0.0027379305     0.0002472608
    -6.0937500000     0.0027840596     0.0002545818
    -6.0546875000     0.0028315132     0.0002622649
    -6.0156250000     0.0028803409     0.0002703403
    -5.9765625000     0.0029305905     0.0002788407
    -5.9375000000     0.0029823058     0.0002877989
    -5.8984375000     0.0030355256     0.0002972443
    -5.8593750000     0.0030902838     0.0003071963
    -5.8203125000     0.0031466148     0.0003176566
    -5.7812500000     0.0032045655     0.0003286027
    -5.7421875000     0.0032642121     0.0003399906
    -5.7031250000     0.0033256772     0.0003517644
    -5.6640625000     0.0033891469     0.0003638806
    -5.6250000000     0.0034548674     0.0003763545
    -5.5859375000     0.0035230937     0.0003892948
    -5.5468750000     0.0035940249     0.0004028785
    -5.5078125000     0.0036677922     0.0004172862
    -5.4687500000     0.0037444941     0.0004326649
    -5.4296875000     0.0038242340     0.0004491283
    -5.3906250000     0.0039071384     0.0004667731
    -5.3515625000     0.0039933619     0.0004856933
    -5.3125000000     0.0040830882     0.0005059903
    -5.2734375000     0.0041765285     0.0005277795
    -5.2343750000     0.0042739208     0.0005511952
    -5.1953125000     0.0043755299     0.0005763943
    -5.1562500000     0.0044816472     0.0006035594
    -5.1171875000     0.0045925927     0.0006329015
    -5.0781250000     0.0047087190     0.0006646629
    -5.0390625000     0.0048304162     0.0006991227
    -5.0000000000     0.0049581200     0.0007366042
    -4.9609375000     0.0050923181     0.0007774887
    -4.9218750000     0.0052335531     0.0008222314
    -4.8828125000     0.0053824227     0.0008713757
    -4.8437500000     0.0055395834     0.0009255664
    -4.8046875000     0.0057057596     0.0009855679
    -4.7656250000     0.0058817541     0.0010522921
    -4.7265625000     0.0060684564     0.0011268350
    -4.6875000000     0.0062668491     0.0012105231
    -4.6484375000     0.0064780110     0.0013049711
    -4.6093750000     0.0067031174     0.0014121550
    -4.5703125000     0.0069434363     0.0015345044
    -4.5312500000     0.0072003170     0.0016750264
