-9.9609375	2.8532351947110078e-08	2.6003205526149948e-09
-9.921875	2.9019924677032088e-08	2.6571120952131964e-09
-9.8828125	2.9518141074249411e-08	2.7154306394895398e-09
-9.84375	3.0027291721405241e-08	2.7753167114807715e-09
-9.8046875	3.0547672743808706e-08	2.8368317762822211e-09
-9.765625	3.107958073516018e-08	2.9000252328773383e-09
-9.7265625	3.1623339430286249e-08	2.9649418940906139e-09
-9.6875	3.2179271811943678e-08	3.0316546696308627e-09
-9.6484375	3.2747702491522275e-08	3.1002106172499424e-09
-9.609375	3.3328990445956504e-08	3.1706731393113987e-09
-9.5703125	3.3923481912207609e-08	3.2431063389671635e-09
-9.53125	3.4531551775680546e-08	3.3175841106638529e-09
-9.4921875	3.5153584612823743e-08	3.3941609660001419e-09
-9.453125	3.5789972516506956e-08	3.4729215772486307e-09
-9.4140625	3.6441117676235976e-08	3.5539312012253398e-09
-9.375	3.7107453238232131e-08	3.6372651864237513e-09
-9.3359375	3.7789407099172135e-08	3.723015012880107e-09
-9.296875	3.8487425313596564e-08	3.8112601833497621e-09
-9.2578125	3.9201987055332601e-08	3.902083467057112e-09
-9.21875	3.9933567458081899e-08	3.995576751054009e-09
-9.1796875	4.0682675962884846e-08	4.0918356419888427e-09
-9.140625	4.1449818479820294e-08	4.1909654211170937e-09
-9.1015625	4.2235537663861281e-08	4.2930520879040147e-09
-9.0625	4.3040387860037498e-08	4.3982155453192777e-09
-9.0234375	4.3864937756438008e-08	4.5065632807451354e-09
-8.984375	4.4709793693576906e-08	4.6182151192639763e-09
-8.9453125	4.5575569431521427e-08	4.7332858332452071e-09
-8.90625	4.6462901730051896e-08	4.8519020980679886e-09
-8.8671875	4.7372459378276344e-08	4.9742034488197968e-09
-8.828125	4.830492055639792e-08	5.1003164068866882e-09
-8.7890625	4.9261012959803814e-08	5.230398272703632e-09
-8.75	5.0241475805945605e-08	5.3645850934371421e-09
-8.7109375	5.1247066304237807e-08	5.5030340935042646e-09
-8.671875	5.2278594912050658e-08	5.6459265234033006e-09
-8.6328125	5.3336886348563997e-08	5.7934136299271833e-09
-8.59375	5.4422793750050388e-08	5.945687103895662e-09
-8.5546875	5.5537220430038058e-08	6.1029281466995969e-09
-8.515625	5.668109318427298e-08	6.2653325721871433e-09
-8.4765625	5.7855381210469936e-08	6.4331124547356089e-09
-8.4375	5.9061080162580842e-08	6.6064773109094011e-09
-8.3984375	6.0299230542703793e-08	6.7856535915529763e-09
-8.359375	6.1570929863277037e-08	6.9708670731857566e-09
-8.3203125	6.2877303546077061e-08	7.1623888748811682e-09
-8.28125	6.4219529284179674e-08	7.36046153219258e-09
-8.2421875	6.5598825952901257e-08	7.565355330033455e-09
-8.203125	6.7016474658877517e-08	7.7773707751079266e-09
-8.1640625	6.8473794138415072e-08	7.9967884691955566e-09
-8.125	6.9972168012452218e-08	8.2239401641254768e-09
-8.0859375	7.1513050862544353e-08	8.4591502395589067e-09
-8.046875	7.3097938355683703e-08	8.7027641925359601e-09
-8.0078125	7.4728399010327764e-08	8.9551618484043067e-09
-7.96875	7.6406069664554206e-08	9.216705744666851e-09
-7.9296875	7.8132664263523823e-08	9.4878151480973441e-09
-7.890625	7.9909947097784116e-08	9.7689239563355676e-09
-7.8515625	8.1739800999795689e-08	1.0060463405434377e-08
-7.8125	8.3624161790735693e-08	1.0362934797471984e-08
-7.7734375	8.5565070487938175e-08	1.067681557932903e-08
-7.734375	8.7564638354153529e-08	1.1002645785668643e-08
-7.6953125	8.9625098399424668e-08	1.1340977117233679e-08
-7.65625	9.174878541973525e-08	1.1692406480564503e-08
-7.6171875	9.3938117367253427e-08	1.2057565087728301e-08
-7.578125	9.6195658082810785e-08	1.2437111991629204e-08
-7.5390625	9.8524075198763028e-08	1.2831744232305165e-08
-7.5	1.0092615455532077e-07	1.3242223628265045e-08
-7.4609375	1.0340484564258729e-07	1.3669321285837938e-08
-7.421875	1.0596321281362348e-07	1.4113913683014919e-08
-7.3828125	1.0860448462453009e-07	1.4576877935150967e-08
-7.34375	1.1133202885293456e-07	1.5059191276594166e-08
-7.3046875	1.1414938713597166e-07	1.5561886818366921e-08
-7.265625	1.1706024248656321e-07	1.6086066697128753e-08
-7.2265625	1.2006847564687839e-07	1.6632935629264707e-08
-7.1875	1.2317808379588614e-07	1.7203746578184744e-08
-7.1484375	1.2639322369066781e-07	1.7799819054601599e-08
-7.109375	1.2971823240509503e-07	1.8422529487494207e-08
-7.0703125	1.3315757092447945e-07	1.9073225208326907e-08
-7.03125	1.3671591743237271e-07	1.9753156468992668e-08
-6.9921875	1.403983201691635e-07	2.0463478920214049e-08
-6.953125	1.4421032314642942e-07	2.1205195774441049e-08
-6.9140625	1.4815811065266792e-07	2.197937698309833e-08
