-9.9609375	0.00088886071809672889	4.0426305119475932e-05	0.00088875373350927203	4.04165540001045e-05	0.00088863244465348231	4.0405500548383412e-05	0.00088873940010140973	4.0415247670320029e-05	0.00088886071809672889	4.0426305119475932e-05
-9.921875	0.00089643304414857117	4.0960445966215624e-05	0.00089632423117909203	4.095048185480035e-05	0.00089620086974736668	4.0939187001501166e-05	0.00089630965282806122	4.0949146993405983e-05	0.00089643304414857117	4.0960445966215624e-05
-9.8828125	0.0009041054340811471	4.1504395978428555e-05	0.00090399475281145931	4.1494213147294668e-05	0.000903869273561174	4.1482670401898729e-05	0.00090397992416996816	4.1492848987103745e-05	0.0009041054340811471	4.1504395978428555e-05
-9.84375	0.00091187978963862281	4.2058255399401263e-05	0.00091176719906058959	4.2047847968827987e-05	0.00091163955551399754	4.2036050668572299e-05	0.00091175211463535486	4.204645372229154e-05	0.00091187978963862281	4.2058255399401263e-05
-9.8046875	0.00091975801259844097	4.2622424598085694e-05	0.00091964347059317819	4.2611786457780785e-05	0.00091951361501385316	4.259972767865088e-05	0.00091962812474213841	4.2610361306468e-05	0.00091975801259844097	4.2622424598085694e-05
-9.765625	0.00092774190474087309	4.3197103871024778e-05	0.0009276253680769776	4.3186228725369451e-05	0.00092749325146782762	4.3173901333392052e-05	0.00092760975500905791	4.318477182602935e-05	0.00092774190474087309	4.3197103871024778e-05
-9.7265625	0.00093583356800908807	4.3782393487244817e-05	0.00093571499224084237	4.3771274872486295e-05	0.00093558056422874346	4.3758671543224983e-05	0.00093569910600231913	4.3769785359351412e-05	0.00093583356800908807	4.3782393487244817e-05
-9.6875	0.0009440350043417588	4.4378793884393494e-05	0.00094391434381193814	4.4367425063277481e-05	0.00094377755265093568	4.4354538162400456e-05	0.0009438981782868152	4.4365902033948546e-05	0.0009440350043417588	4.4378793884393494e-05
-9.6484375	0.00095234811568735151	4.4986405344978136e-05	0.00095222532352109718	4.4974779403689869e-05	0.00095208611608548833	4.4961601096862252e-05	0.0009522088724302878	4.4973221932122993e-05	0.00095234811568735151	4.4986405344978136e-05
-9.609375	0.0009607752042005886	4.5605528249601276e-05	0.00096065023217652026	4.5593638036466693e-05	0.00096050855381477973	4.5580160219875311e-05	0.00096063348906058198	4.5592045164762047e-05	0.0009607752042005886	4.5605528249601276e-05
-9.5703125	0.00096931827195975739	4.6236462983075823e-05	0.00096919107055773055	4.6224301105929459e-05	0.00096904686514666979	4.6210515403304962e-05	0.00096917402878326359	4.62226718439789e-05	0.00096931827195975739	4.6236462983075823e-05
-9.53125	0.00097797962121509339	4.6879609988982464e-05	0.00097785013950874716	4.6867168778442797e-05	0.00097770334933174334	4.6853066499441289e-05	0.00097783279225400273	4.6865502099010805e-05	0.00097797962121509339	4.6879609988982464e-05
-9.4921875	0.00098676155427501614	4.7535069594585132e-05	0.00098662973989540985	4.7522341176735962e-05	0.00098648030560121737	4.7507913399332546e-05	0.00098661208014542002	4.752063602519679e-05	0.00098676155427501614	4.7535069594585132e-05
-9.453125	0.00099566637349307444	4.8203342308157913e-05	0.00099553217260048244	4.8190318491438143e-05	0.00099538003317128855	4.8175555933723487e-05	0.00099551419314328291	4.8188573770623617e-05	0.00099566637349307444	4.8203342308157913e-05
